#DrugBank-ID,host-protein-ID,NCBI-host-protein-ID,gene
13151,1674,2162,F13A1
7204,4140,5569,PKIA
7204,4137,5566,PRKACA
3848,5614,7376,NR1H2
5524,1516,1956,EGFR
8613,7163,9759,HDAC4
2518,209,231,AKR1B1
5461,146,151,ADRA2B
5461,147,152,ADRA2C
5461,2551,3357,HTR2B
8609,3814,5164,PDK2
3268,5056,6714,SRC
313,2328,3066,HDAC2
313,4057,5467,PPARD
313,4058,5468,PPARG
313,51,36,ACADSB
313,3664,4967,OGDH
313,33,18,ABAT
313,5900,7915,ALDH5A1
313,4056,5465,PPARA
313,7140,9734,HDAC9
5036,8849,23293,SMG6
5036,7970,10728,PTGES3
5036,4758,6357,SCYL1
3084,4172,5602,MAPK10
7430,6756,9261,MAPKAPK2
9124,3875,5241,PGR
7494,15838,89832,CHRFAM7A
1337,924,1129,CHRM2
1337,926,1131,CHRM3
1337,930,1135,CHRNA2
4186,834,1017,CDK2
9209,3677,4988,OPRM1
9209,3675,4986,OPRK1
9209,3674,4985,OPRD1
7229,4206,5644,PRSS1
1472,142,146,ADRA1A
1472,4897,6531,SLC6A3
1472,145,150,ADRA2A
1472,4932,6571,SLC18A2
1472,4898,6532,SLC6A4
1472,3124,4129,MAOB
1472,3123,4128,MAOA
688,2725,3614,IMPDH1
688,2726,3615,IMPDH2
3659,1554,2004,SAP2
4273,4009,5409,PNMT
2201,4781,6388,SDF2
7277,1671,2159,F10
7277,1661,2147,F2
7196,3054,4048,LTA4H
7776,1234,1545,CYP1B1
7776,1629,2101,ESRRA
7776,1630,2103,ESRRB
4797,1142,1432,MAPK14
5142,3788,5138,PDE2A
12379,1232,1543,CYP1A1
12379,179,196,AHR
7086,1627,2099,ESR1
7086,7796,10499,NCOA2
1809,4462,5979,RET
1809,2321,3055,HCK
4725,10826,30814,PLA2G2E
4725,213,240,ALOX5
4725,4288,5743,PTGS2
3132,5440,7167,TPI1
4551,3937,5313,PKLR
7956,1540,1990,CELA1
13954,932,1137,CHRNA4
13954,3318,4508,MT-ATP6
13954,2140,2852,GPER1
13954,2507,3294,HSD17B2
13954,1627,2099,ESR1
13954,6468,8856,NR1I2
13954,7796,10499,NCOA2
13954,1631,2104,ESRRG
13954,6327,8678,BECN1
13954,1628,2100,ESR2
4325,4206,5644,PRSS1
4325,4207,5645,PRSS2
8629,421,498,ATP5A1
8629,424,506,ATP5B
8629,426,509,ATP5C1
1777,30,15,AANAT
2952,1108,1392,CRH
2952,3582,4852,NPY
6861,1661,2147,F2
1837,4287,5742,PTGS1
2268,5707,7504,NA
3807,3792,5142,PDE4B
5303,5404,7124,TNF
5303,2676,3554,IL1R1
5824,2187,2902,GRIN1
8476,3250,4317,MMP8
3844,618,760,CA2
6739,5217,6915,TBXA2R
8435,4058,5468,PPARG
11858,8028,10800,CYSLTR1
11858,12930,57105,CYSLTR2
233,10826,30814,PLA2G2E
233,213,240,ALOX5
233,4288,5743,PTGS2
233,942,1147,CHUK
4409,1742,2246,FGF1
8893,150,155,ADRB3
1108,2501,3283,HSD3B1
1108,2502,3284,HSD3B2
1108,1627,2099,ESR1
1108,1628,2100,ESR2
14003,4093,5515,PPP2CA
4552,4287,5742,PTGS1
4552,4288,5743,PTGS2
4552,3945,5321,PLA2G4A
4552,3943,5319,PLA2G1B
4552,11716,54600,UGT1A9
4552,968,1187,CLCNKA
178,509,623,BDKRB1
178,1304,1636,ACE
2479,618,760,CA2
3133,4355,5837,PYGM
4215,4206,5644,PRSS1
3041,9504,26229,B3GAT3
3041,1927,2582,GALE
8612,11415,51716,CES1P1
2530,1958,2628,GATM
2530,7001,9568,GABBR2
2530,1900,2550,GABBR1
2148,1204,1508,CTSB
5867,6477,8869,ST3GAL5
2267,372,435,ASL
3035,1163,1457,CSNK2A1
1012,696,846,CASR
4371,618,760,CA2
7744,684,834,CASP1
1164,4699,6284,S100A13
7234,6756,9261,MAPKAPK2
7617,1235,1548,CYP2A6
7202,1145,1436,CSF1R
5201,1009,1268,CNR1
865,142,146,ADRA1A
865,145,150,ADRA2A
865,4897,6531,SLC6A3
865,4932,6571,SLC18A2
4065,123,124,ADH1A
177,173,185,AGTR1
2039,7812,10524,KAT5
2126,2305,3039,HBA1
2126,2309,3043,HBB
9265,2044,2740,GLP1R
13269,1150,1441,CSF3R
7133,1661,2147,F2
7976,1349,1723,DHODH
223,2192,2908,NR3C1
9280,883,1080,CFTR
7512,3124,4129,MAOB
7080,7796,10499,NCOA2
7080,5614,7376,NR1H2
7080,6468,8856,NR1I2
7080,7424,10062,NR1H3
7080,6302,8648,NCOA1
7080,4679,6257,RXRB
8254,1661,2147,F2
8254,4206,5644,PRSS1
5787,2785,3690,ITGB3
12874,1807,2322,FLT3
6194,5646,7421,VDR
1159,2843,3760,KCNJ3
1159,3334,4535,MT-ND1
1159,2858,3777,KCNK3
1159,21671,387129,NPSR1
1159,2859,3778,KCNMA1
1159,2864,3783,KCNN4
1159,11179,51305,KCNK9
1159,2045,2741,GLRA1
1159,16603,116443,GRIN3A
1159,9815,27032,ATP2C1
1159,11589,54331,GNG2
1159,1903,2554,GABRA1
1159,4493,6010,RHO
1159,427,513,ATP5D
1159,2846,3763,KCNJ6
1159,16604,116444,GRIN3B
331,4135,5564,PRKAB1
7562,722,890,CCNA2
7562,834,1017,CDK2
8233,722,890,CCNA2
8233,834,1017,CDK2
7622,834,1017,CDK2
1831,5669,7453,WARS
9013,148,153,ADRB1
9013,149,154,ADRB2
8694,722,890,CCNA2
8694,834,1017,CDK2
12159,2686,3566,IL4R
7422,209,231,AR
5284,5534,7280,TUBB
147,6238,8566,PDXK
8231,654,801,CALM1
8231,5380,7099,TLR4
8231,4137,5566,PRKACA
8231,6302,8648,NCOA1
8231,40,25,ABL1
8231,2738,3630,INS
8231,329,382,ARF6
8231,9120,23643,LY96
8231,4445,5957,RCVRN
8231,4140,5569,PKIA
8231,4056,5465,PPARA
8231,4108,5530,PPP3CA
8231,2415,3172,HNF4A
8231,7754,10455,ECI2
8231,4112,5534,PPP3R1
8231,1770,2280,FKBP1A
8231,2058,2760,GM2A
8231,323,375,ARF1
8231,4338,5817,PVR
8231,2253,2978,GUCA1A
8231,9846,27095,TRAPPC3
7756,57,43,ACHE
44,3002,3973,LHCGR
4249,11580,54205,CYCS
550,5349,7066,TPO
752,3123,4128,MAOA
752,3124,4129,MAOB
1086,4741,6336,SCN10A
613,2418,3176,HNMT
613,149,154,ADRB2
3255,192,213,ALB
360,3729,5053,PAH
360,5439,7166,TPH1
360,5341,7054,TH
360,3577,4846,NOS3
3501,2004,2683,B4GALT1
3501,1927,2582,GALE
3501,43,28,ABO
2659,1072,1350,COX7C
2659,1073,1351,COX8A
2659,3322,4513,MT-CO2
2659,3323,4514,MT-CO3
2659,3321,4512,MT-CO1
2659,6846,9377,COX5A
2659,125,126,ADH1C
2659,1071,1349,COX7B
2659,874,1066,CES1
2659,1064,1340,COX6B1
2659,1631,2104,ESRRG
2659,1067,1345,COX6C
2659,18170,151306,GPBAR1
2659,1055,1329,COX5B
2659,1733,2235,FECH
2659,1068,1346,COX7A1
2659,3943,5319,PLA2G1B
2659,1063,1339,COX6A2
2659,1054,1327,COX4I1
2659,1682,2172,FABP6
2659,7349,9971,NR1H4
1175,4897,6531,SLC6A3
1175,923,1128,CHRM1
1175,1323,1659,HRH1
1175,142,146,ADRA1A
1175,4896,6530,SLC6A2
1175,4898,6532,SLC6A4
8292,2532,3326,HSP90AB1
1209,3677,4988,OPRM1
1209,3675,4986,OPRK1
11691,3677,4988,OPRM1
11691,3675,4986,OPRK1
11691,3674,4985,OPRD1
4837,1323,1659,HRH1
1411,2687,3567,IL5
1411,8028,10800,CYSLTR1
1411,3373,4583,MUC2
1411,3536,4790,NFKB1
1411,4511,6037,RNASE3
1411,5404,7124,TNF
7316,2503,3290,HSD11B1
1111,6468,8856,NR1I2
1651,279,325,APCS
4348,7349,9971,NR1H4
4348,866,1056,CEL
4348,1682,2172,FABP6
5304,2679,3558,IL2
5304,626,768,CA9
2057,2176,2891,GRIA2
7116,5612,7374,UNG
7966,5056,6714,SRC
5676,3577,4846,NOS3
5676,2679,3558,IL2
5676,2610,3458,IFNG
5676,5404,7124,TNF
5676,3794,5144,PDE4D
5676,3791,5141,PDE4A
5676,3792,5142,PDE4B
4381,196,217,ALDH2
13869,1627,2099,ESR1
13869,1628,2100,ESR2
8626,3245,4311,MME
9006,4058,5468,PPARG
9006,4057,5467,PPARD
9006,4056,5465,PPARA
3955,3120,4124,MAN2A1
2449,3248,4314,MMP3
5014,3809,5159,PDGFRB
5014,2871,3791,KDR
5014,1756,2260,FGFR1
5014,1757,2261,FGFR3
5014,1807,2322,FLT3
5014,4462,5979,RET
7412,1411,1803,DPP4
5137,934,1139,CHRNA7
5137,12906,57053,CHRNA10
5137,12337,55584,CHRNA9
7716,2649,3514,IGKC
5749,1264,1588,CYP19A1
8302,4058,5468,PPARG
3635,4062,5473,PPBP
157,2294,3028,HSD17B10
157,850,1036,CDO1
157,1262,1586,CYP17A1
157,3474,4704,NDUFA9
157,9029,23530,NNT
157,3496,4728,NDUFS8
157,5907,7923,HSD17B8
157,3810,5160,PDHA1
157,1312,1646,AKR1C2
157,3465,4695,NDUFA2
157,11283,51478,HSD17B7
157,2580,3421,IDH3G
157,3478,4708,NDUFB2
157,5521,7264,TSTA3
157,2477,3248,HPGD
157,3481,4711,NDUFB5
157,3169,4190,MDH1
157,3466,4696,NDUFA3
157,4446,5959,RDH5
157,3477,4707,NDUFB1
157,5005,6652,SORD
157,3486,4716,NDUFB10
157,3479,4709,NDUFB3
157,2506,3293,HSD17B3
157,8286,11112,HIBADH
157,198,219,ALDH1B1
157,203,224,ALDH3A2
157,3494,4725,NDUFS5
157,2726,3615,IMPDH2
157,2578,3419,IDH3A
157,3471,4701,NDUFA7
157,12610,55967,NDUFA12
157,6309,8659,ALDH4A1
157,4718,6307,MSMO1
157,3339,4540,MT-ND5
157,2505,3292,HSD17B1
157,4358,5860,QDPR
157,199,220,ALDH1A3
157,10753,29920,PYCR2
157,2402,3156,HMGCR
157,3484,4714,NDUFB8
157,3482,4712,NDUFB6
157,3491,4722,NDUFS3
157,5900,7915,ALDH5A1
157,3328,4522,MTHFD1
157,3569,4835,NQO2
157,2982,3939,LDHA
157,526,644,BLVRA
157,3495,4726,NDUFS6
157,3335,4536,MT-ND2
157,3338,4539,MT-ND4L
157,3340,4541,MT-ND6
157,2110,2819,GPD1
157,17023,126328,NDUFA11
157,6998,9563,H6PD
157,1940,2597,GAPDH
157,123,124,ADH1A
157,2725,3614,IMPDH1
157,3812,5162,PDHB
157,2502,3284,HSD3B2
157,197,218,ALDH3A1
157,2579,3420,IDH3B
157,3493,4724,NDUFS4
157,196,217,ALDH2
157,18459,160287,LDHAL6A
157,3488,4718,NDUFC2
157,3175,4200,ME2
157,3476,4706,NDUFAB1
157,2296,3030,HADHA
157,200,221,ALDH3B1
157,1351,1727,CYB5R3
157,1255,1579,CYP4A11
157,508,622,BDH1
157,8025,10797,MTHFD2
157,3499,4731,NDUFV3
157,3489,4719,NDUFS1
157,2051,2747,GLUD2
157,5599,7358,UGDH
157,3492,4723,NDUFV1
157,3485,4715,NDUFB9
157,3490,4720,NDUFS2
157,202,223,ALDH9A1
157,3480,4710,NDUFB4
157,2407,3162,HMOX1
157,9502,26227,PHGDH
157,125,126,ADH1C
157,3170,4191,MDH2
157,4350,5831,PYCR1
157,3174,4199,ME1
157,239,275,AMT
157,2984,3945,LDHB
157,201,222,ALDH3B2
157,2501,3283,HSD3B1
157,3468,4698,NDUFA5
157,2507,3294,HSD17B2
157,3664,4967,OGDH
157,6467,8854,ALDH1A2
157,3487,4717,NDUFC1
157,1360,1737,DLAT
157,124,125,ADH1B
157,3467,4697,NDUFA4
157,1345,1717,DHCR7
157,9560,26330,GAPDHS
157,1311,1645,AKR1C1
157,2508,3295,HSD17B4
157,3261,4329,ALDH6A1
157,10997,51079,NDUFA13
157,3472,4702,NDUFA8
157,126,127,ADH4
157,209,231,AKR1B1
157,2986,3948,LDHC
157,2503,3290,HSD11B1
157,7506,10157,AASS
157,1361,1738,DLD
157,2215,2936,GSR
157,6298,8644,AKR1C3
157,3497,4729,NDUFV2
157,3483,4713,NDUFB7
157,5550,7299,TYR
157,129,131,ADH7
157,2299,3033,HADH
157,909,1109,AKR1C4
157,21423,374291,NDUFS7
157,50,35,ACADS
157,2408,3163,HMOX2
157,16144,92483,LDHAL6B
157,1521,1962,EHHADH
157,3337,4538,MT-ND4
157,422,501,ALDH7A1
157,527,645,BLVRB
157,2504,3291,HSD11B2
157,1347,1719,DHFR
157,8088,10873,ME3
157,3464,4694,NDUFA1
157,127,128,ADH5
157,10904,50814,NSDHL
157,3475,4705,NDUFA10
157,3334,4535,MT-ND1
157,2050,2746,GLUD1
157,12806,56901,NDUFA4L2
157,195,216,ALDH1A1
157,3470,4700,NDUFA6
157,3811,5161,PDHA2
157,3336,4537,MT-ND3
6766,1323,1659,HRH1
9333,1358,1735,DIO3
8488,1671,2159,F10
3475,5707,7504,NA
5482,5425,7150,TOP1
1959,3794,5144,PDE4D
1959,3792,5142,PDE4B
946,13891,79001,VKORC1
3793,4925,6564,SLC15A1
3793,6836,9367,RAB9A
3793,41,26,DAO
3793,9251,25824,PRDX5
3793,7586,10247,HRSP12
4466,6468,8856,NR1I2
7548,1661,2147,F2
3729,3951,5328,PLAU
6928,1822,2346,FOLH1
4106,5547,7296,TXNRD1
13154,4735,6329,SCN4A
5078,2686,3566,IL4R
5078,2712,3598,IL13RA2
7089,9103,23621,BACE1
5511,136,140,ADORA3
8246,2903,3832,KIF11
1364,4932,6571,SLC18A2
1364,57,43,ACHE
1364,4896,6530,SLC6A2
1364,142,146,ADRA1A
5831,3078,4072,EPCAM
6678,1323,1659,HRH1
6205,4898,6532,SLC6A4
6205,5327,7040,TGFB1
7723,4058,5468,PPARG
6750,10012,28234,SLCO1B3
5885,630,774,CACNA1B
3420,5707,7504,NA
2259,4306,5770,PTPN1
4336,4206,5644,PRSS1
1245,936,1141,CHRNB2
1245,930,1135,CHRNA2
1245,932,1137,CHRNA4
1245,57,43,ACHE
6406,1671,2159,F10
4005,5609,7371,UCK2
2077,3577,4846,NOS3
2077,3575,4842,NOS1
6680,3875,5241,PGR
2052,803,983,CDK1
2052,834,1017,CDK2
2052,2212,2932,GSK3B
2052,6464,8851,CDK5R1
2052,837,1020,CDK5
2052,179,196,AHR
2328,1192,1491,CTH
619,1145,1436,CSF1R
619,3806,5156,PDGFRA
619,40,25,ABL1
619,3632,4914,NTRK1
619,4462,5979,RET
619,636,780,DDR1
619,3809,5159,PDGFRB
619,2892,3815,KIT
8055,2976,3932,LCK
1033,2480,3251,HPRT1
1033,4061,5471,PPAT
4389,1765,2272,FHIT
7480,4306,5770,PTPN1
4016,987,1215,CMA1
4016,1207,1511,CTSG
3510,16841,122622,ADSSL1
11607,5667,7450,VWF
2507,1244,1559,CYP2C9
3058,1338,1675,CFD
6991,1142,1432,MAPK14
6271,390,462,SERPINC1
6271,2319,3053,SERPIND1
8610,3814,5164,PDK2
14066,3876,5243,ABCB1
4387,4457,5972,REN
4387,1554,2004,SAP2
13914,4918,6555,SLC10A2
568,631,775,CACNA1C
568,6512,8911,CACNA1I
568,635,779,CACNA1S
568,634,778,CACNA1F
568,1323,1659,HRH1
568,6514,8913,CACNA1G
568,1421,1813,DRD2
568,632,776,CACNA1D
568,6513,8912,CACNA1H
13192,1670,2158,F9
13192,1671,2159,F10
8550,4009,5409,PNMT
908,6885,9424,KCNK6
908,4737,6331,SCN5A
908,142,146,ADRA1A
908,142,146,ADRA1D
908,2856,3775,KCNK1
908,2840,3757,KCNH2
908,143,147,ADRA1B
8571,5707,7504,NA
2857,3589,4860,PNP
3866,4288,5743,PTGS2
2271,6862,9397,NMT2
9564,2748,3643,INSR
7802,1163,1457,CSNK2A1
2504,3944,5320,PLA2G2A
32,3002,3973,LHCGR
32,1854,2492,FSHR
1138,6468,8856,NR1I2
1138,16567,116085,SLC22A12
1138,998,1244,ABCC2
1138,3286,4363,ABCC1
4436,5001,6648,SOD2
1131,1347,1719,DHFR
3373,4206,5644,PRSS1
888,883,1080,CFTR
4767,1667,2155,F7
8130,4174,5604,MAP2K1
310,4920,6557,SLC12A1
4,2680,3559,IL2RA
4,2682,3561,IL2RG
4,2681,3560,IL2RB
1180,1304,1636,ACE
3491,3565,4830,NME1
8060,176,189,AGXT
7470,13217,57644,MYH14
711,4287,5742,PTGS1
711,213,240,ALOX5
1944,13217,57644,MYH14
7809,1661,2147,F2
503,6468,8856,NR1I2
1022,2000,2677,GGCX
1022,514,632,BGLAP
7029,3576,4843,NOS2
4894,5173,6869,TACR1
4894,5088,6752,SSTR2
1592,19406,252969,NEIL2
1592,12567,55869,HDAC8
1592,1856,2495,FTH1
1592,1735,2237,FEN1
1592,1840,2395,FXN
1592,14189,79661,NEIL1
1592,1077,1356,CP
1592,1665,2152,TF
1592,4016,5423,POLB
1592,5324,7037,TFRC
1592,11710,54583,EGLN1
1592,2305,3039,HBA1
1592,11199,51327,AHSP
56,1714,2209,FCGR1A
56,1717,2213,FCGR2B
56,1716,2212,FCGR2A
56,771,945,CD33
56,584,716,C1S
56,6638,9103,FCGR2C
56,1718,2214,FCGR3A
56,581,713,C1QB
56,582,714,C1QC
56,1719,2215,FCGR3B
56,583,715,C1R
56,580,712,C1QA
481,1628,2100,ESR2
481,3900,5272,SERPINB9
481,5319,7031,TFF1
481,1627,2099,ESR1
894,1264,1588,CYP19A1
3661,811,994,CDC25B
3661,18211,152007,GLIPR2
3661,1210,1514,CTSL
3661,4306,5770,PTPN1
131,1688,2180,ACSL1
131,1102,1385,CREB1
131,15432,84532,ACSS1
131,3919,5292,PIM1
131,2349,3094,HINT1
131,1708,2203,FBP1
131,4354,5836,PYGL
131,12586,55902,ACSS2
131,4135,5564,PRKAB1
131,3792,5142,PDE4B
131,109,107,ADCY1
131,4136,5565,PRKAB2
131,3794,5144,PDE4D
131,4133,5562,PRKAA1
131,130,132,ADK
13167,4288,5743,PTGS2
826,3675,4986,OPRK1
7258,3054,4048,LTA4H
9046,2990,3953,LEPR
959,2192,2908,NR3C1
7643,10602,28960,DCPS
13873,4056,5465,PPARA
13873,4057,5467,PPARD
13873,6468,8856,NR1I2
13873,4058,5468,PPARG
2109,16841,122622,ADSSL1
4126,1208,1512,CTSH
4126,1204,1508,CTSB
691,13381,59272,ACE2
691,1304,1636,ACE
8555,4172,5602,MAPK10
3850,68,58,ACTA1
5131,1670,2158,F9
847,5087,6750,SST
847,2192,2908,NR3C1
847,3611,4887,NPY2R
2925,4920,6557,SLC12A1
3010,7692,10381,TUBB3
3010,5534,7280,TUBB
3010,7693,10382,TUBB4A
3010,5532,7277,TUBA4A
3010,7689,10376,TUBA1B
3010,5880,7846,TUBA1A
3010,15550,84790,TUBA1C
3010,11452,51807,TUBA8
3010,5533,7278,TUBA3C
3010,7694,10383,TUBB4B
3010,14700,81027,TUBB1
1268,1809,2324,FLT4
1268,3809,5159,PDGFRB
1268,1145,1436,CSF1R
1268,2871,3791,KDR
1268,1806,2321,FLT1
1268,3806,5156,PDGFRA
1268,1807,2322,FLT3
1268,2892,3815,KIT
1947,5056,6714,SRC
5708,934,1139,CHRNA7
2096,102,100,ADA
2589,3577,4846,NOS3
135,5341,7054,TH
135,5201,6898,TAT
135,6237,8565,YARS
135,10985,51067,YARS2
327,3677,4988,OPRM1
327,3675,4986,OPRK1
327,3674,4985,OPRD1
12307,2871,3791,KDR
12307,2341,3082,HGF
8500,4355,5837,PYGM
1640,3790,5140,PDE3B
12783,1310,1644,DDC
14070,3876,5243,ABCB1
8295,10170,28474,IGHV1-2
7501,834,1017,CDK2
14050,6553,8989,TRPA1
14050,5662,7442,TRPV1
14050,11242,51393,TRPV2
14050,609,747,DAGLA
853,2679,3558,IL2
7132,3820,5170,PDPK1
7376,1661,2147,F2
7376,1667,2155,F7
7243,910,1111,CHEK1
7016,1661,2147,F2
8009,12983,57172,CAMK1G
4417,244,280,AMY2B
4417,5135,6817,SULT1A1
8492,218,246,ALOX15
293,5549,7298,TYMS
293,1829,2356,FPGS
9026,4457,5972,REN
8392,910,1111,CHEK1
8210,1974,2645,GCK
140,12221,55312,RFK
140,527,645,BLVRB
6699,2094,2798,GNRHR
2034,3120,4124,MAN2A1
4510,3863,5224,PGAM2
4510,5440,7167,TPI1
4510,3868,5230,PGK1
449,142,146,ADRA1A
449,484,590,BCHE
449,149,154,ADRB2
449,145,150,ADRA2A
449,57,43,ACHE
4978,5428,7153,TOP2A
7672,2640,3500,IGHG1
2483,561,683,BST1
2483,2982,3939,LDHA
1410,2192,2908,NR3C1
8033,2903,3832,KIF11
22,2608,3455,IFNAR2
22,2607,3454,IFNAR1
1705,4206,5644,PRSS1
7646,4464,5981,A1
7646,1349,1723,DHODH
7646,758,931,B1
1712,1770,2280,FKBP1A
294,1627,2099,ESR1
294,3875,5241,PGR
6779,4793,6403,SELP
6779,5322,7035,TFPI
6779,390,462,SERPINC1
6779,5647,7422,VEGFA
3975,618,760,CA2
8602,3800,5150,PDE7A
261,3789,5139,PDE3A
9292,3245,4311,MME
2435,4206,5644,PRSS1
428,1323,1659,HRH1
428,4881,6514,SLC2A2
428,7967,10724,MGEA5
6782,303,351,APP
6782,2192,2908,NR3C1
9016,4898,6532,SLC6A4
9016,2550,3356,HTR2A
9016,1323,1659,HRH1
7051,3794,5144,PDE4D
8220,7349,9971,NR1H4
8220,6302,8648,NCOA1
7903,8750,23173,METAP1
2895,2215,2936,GSR
640,136,140,ADORA3
640,134,136,ADORA2B
640,132,134,ADORA1
640,133,135,ADORA2A
9266,3283,4360,MRC1
3710,3575,4842,NOS1
6882,5056,6714,SRC
6882,1142,1432,MAPK14
8745,1671,2159,F10
7900,3250,4317,MMP8
7111,4058,5468,PPARG
7844,1671,2159,F10
2379,21675,387266,KRTAP5-3
2379,18840,197021,LCTL
2379,4819,6441,SFTPD
2379,244,280,AMY2B
2379,6150,8467,SMARCA5
2379,7377,10007,GNPDA1
2379,243,279,AMY2A
2379,1167,1463,NCAN
2379,1974,2645,GCK
2379,3143,4151,MB
2379,2352,3098,HK1
2379,2994,3957,LGALS2
2379,4969,6614,SIGLEC1
2379,240,276,AMY1A
2379,11462,53343,NUDT9
2379,2609,3456,IFNB1
2379,4287,5742,PTGS1
2379,2998,3963,LGALS7
2379,21412,360203,GLT6D1
2379,4355,5837,PYGM
2379,13310,57830,KRTAP5-2
2379,4354,5836,PYGL
1780,5722,7531,YWHAE
21,4747,6344,SCTR
9229,634,778,CACNA1F
9229,635,779,CACNA1S
9229,632,776,CACNA1D
9229,631,775,CACNA1C
491,8767,23193,GANAB
491,6544,8972,MGAM
491,1938,2595,GANC
491,1898,2548,GAA
4973,4391,5894,RAF1
6856,3951,5328,PLAU
4066,8583,22949,PTGR1
3953,3576,4843,NOS2
6525,57,43,ACHE
10770,1806,2321,FLT1
10770,2610,3458,IFNG
10770,1147,1438,CSF2RA
10770,3809,5159,PDGFRB
10770,5335,7048,TGFBR2
10770,5327,7040,TGFB1
10770,1759,2263,FGFR2
10770,1742,2246,FGF1
10770,2689,3569,IL6
10770,5404,7124,TNF
10770,2676,3554,IL1R1
12582,6468,8856,NR1I2
2587,112,111,ADCY5
2587,883,1080,CFTR
2587,2075,2778,GNAS
2587,110,108,ADCY2
248,142,146,ADRA1D
248,2552,3358,HTR2C
248,1422,1814,DRD3
248,1423,1815,DRD4
248,2546,3351,HTR1B
248,2550,3356,HTR2A
248,1420,1812,DRD1
248,2557,3363,HTR7
248,2545,3350,HTR1A
248,147,152,ADRA2C
248,2551,3357,HTR2B
248,149,154,ADRB2
248,145,150,ADRA2A
248,1421,1813,DRD2
248,146,151,ADRA2B
248,2547,3352,HTR1D
248,142,146,ADRA1A
248,143,147,ADRA1B
248,148,153,ADRB1
2714,4509,6035,RNASE1
8403,3250,4317,MMP8
8403,3246,4312,MMP1
3740,1304,1636,ACE
3740,1959,2629,GBA
3740,3347,4550,HN
3740,2640,3500,IGHG1
3740,57,43,ACHE
3740,9819,27036,SIGLEC7
11674,1628,2100,ESR2
11674,4838,6462,SHBG
9131,4192,5624,PROC
9131,1180,1476,CSTB
3506,304,353,APRT
1765,1163,1457,CSNK2A1
7733,684,834,CASP1
2552,1726,2224,FDPS
2552,6909,9453,GGPS1
8048,1627,2099,ESR1
8048,7796,10499,NCOA2
941,484,590,BCHE
741,2501,3283,HSD3B1
741,2504,3291,HSD11B2
741,256,301,ANXA1
741,2192,2908,NR3C1
3747,2335,3074,HEXB
348,2476,3242,HPD
7384,424,506,ATP5B
7384,421,498,ATP5A1
7384,426,509,ATP5C1
6098,5643,7417,VDAC2
6098,5645,7419,VDAC3
9220,7422,10060,ABCC9
1254,1595,2050,EPHB4
1254,1889,2534,FYN
1254,571,695,BTK
1254,4061,5471,PPAT
1254,3073,4067,LYN
1254,1589,2044,EPHA5
1254,1848,2444,FRK
1254,1142,1432,MAPK14
1254,3809,5159,PDGFRB
1254,2522,3312,HSPA8
1254,1526,1969,EPHA2
1254,1763,2268,FGR
1254,2892,3815,KIT
1254,5056,6714,SRC
1254,1154,1445,CSK
1254,2976,3932,LCK
1254,42,27,ABL2
1254,5718,7525,YES1
1254,40,25,ABL1
1254,502,613,BCR
1254,5106,6777,STAT5B
1254,11445,51776,ZAK
721,930,1135,CHRNA2
721,16603,116443,GRIN3A
721,2553,3359,HTR3A
721,4897,6531,SLC6A3
721,4741,6336,SCN10A
7314,910,1111,CHEK1
3026,5440,7167,TPI1
851,3865,5226,PGD
851,9126,23649,POLA2
851,654,801,CALM1
4845,7692,10381,TUBB3
11327,3576,4843,NOS2
11327,4288,5743,PTGS2
9552,440,528,ATP6V1C1
439,2402,3156,HMGCR
3559,126,127,ADH4
3559,125,126,ADH1C
762,16605,116447,TOP1MT
762,5425,7150,TOP1
3697,618,760,CA2
2866,618,760,CA2
9409,3156,4170,MCL1
3401,6760,9266,CYTH2
3401,2802,3708,ITPR1
3401,2800,3706,ITPKA
3401,10756,29924,EPN1
3401,5053,6711,SPTBN1
3401,3956,5333,PLCD1
3401,4448,5962,RDX
1426,4737,6331,SCN5A
7461,1661,2147,F2
3277,244,280,AMY2B
1835,3576,4843,NOS2
4505,2527,3320,HSP90AA1
867,149,154,ADRB2
8643,3248,4314,MMP3
8620,15838,89832,CHRFAM7A
1666,7767,10468,FST
4608,5678,7465,WEE1
8043,40,25,ABL1
5259,2373,3123,HLA-DRB1
4672,12851,56953,NT5M
7807,4355,5837,PYGM
24,5511,7253,TSHR
4616,57,43,ACHE
687,2192,2908,NR3C1
687,209,231,AR
6331,3805,5155,PDGFB
6887,4306,5770,PTPN1
2512,205,226,ALDOA
2512,207,229,ALDOB
2875,4206,5644,PRSS1
4076,3589,4860,PNP
234,4896,6530,SLC6A2
775,2785,3690,ITGB3
775,2771,3674,ITGA2B
4327,4275,5728,PTEN
4327,7829,10544,PROCR
12095,5291,6999,TPH2
12095,5439,7166,TPH1
8557,2527,3320,HSP90AA1
4418,16841,122622,ADSSL1
8373,5597,7356,SCGB1A1
4374,11596,54363,HAO1
1043,2553,3359,HTR3A
1043,2187,2902,GRIN1
1043,16603,116443,GRIN3A
1043,934,1139,CHRNA7
1043,1421,1813,DRD2
1043,2188,2904,GRIN2B
7401,9840,27089,UQCRQ
7401,5620,7385,UQCRC2
7401,5621,7386,UQCRFS1
7401,5618,7381,UQCRB
7401,10712,29796,UQCR10
7401,8177,10975,UQCR11
7401,1228,1537,CYC1
7401,3325,4519,MT-CYB
7401,5622,7388,UQCRH
7401,5619,7384,UQCRC1
6140,2556,3362,HTR6
6916,3576,4843,NOS2
